m/z	Intensity	Relative
 216.1878	     11.2	    0.16
 216.2766	      9.5	    0.13
 216.2899	     10.7	    0.15
 216.3509	     18.8	    0.27
 216.3587	      4.1	    0.06
 216.3775	      9.7	    0.14
 216.4190	      9.4	    0.13
 216.4503	     15.1	    0.21
 216.4715	      7.8	    0.11
 216.5184	     13.1	    0.19
 216.6201	     13.1	    0.19
 216.6612	      7.9	    0.11
 216.6882	      6.0	    0.09
 216.7033	     13.8	    0.20
 216.7202	     10.1	    0.14
 216.7404	      7.9	    0.11
 216.8342	     14.7	    0.21
 216.8635	      5.6	    0.08
 216.8866	     10.9	    0.15
 216.9632	     12.5	    0.18
 216.9780	     22.9	    0.33
 216.9804	     14.2	    0.20
 216.9812	    198.2	    2.82
 216.9853	      7.6	    0.11
 216.9913	      5.6	    0.08
 216.9918	      7.6	    0.11
 217.0036	      6.3	    0.09
 217.0053	     12.7	    0.18
 217.0085	      7.3	    0.10
 217.0141	    128.2	    1.82
 217.0177	     28.5	    0.40
 217.0196	     12.6	    0.18
 217.0248	      4.3	    0.06
 217.0354	    276.9	    3.93
 217.0421	      7.2	    0.10
 217.0506	    226.6	    3.22
 217.0581	     11.9	    0.17
 217.0710	      6.3	    0.09
 217.0717	     12.3	    0.18
 217.0870	     14.0	    0.20
 217.1082	     53.5	    0.76
 217.1445	      9.9	    0.14
 217.1533	     10.3	    0.15
 217.1810	     10.7	    0.15
 217.1904	      9.3	    0.13
 217.2083	      6.9	    0.10
 217.2212	      9.5	    0.14
 217.2779	     11.6	    0.17
 217.2811	     10.1	    0.14
 217.2872	      7.6	    0.11
 217.2928	     12.6	    0.18
 217.2934	     11.3	    0.16
 217.3139	     15.0	    0.21
 217.3225	     10.3	    0.15
 217.3480	      8.6	    0.12
 217.3486	      9.8	    0.14
 217.4219	      4.1	    0.06
 217.4399	     11.2	    0.16
 217.4414	     12.1	    0.17
 217.4438	     10.3	    0.15
 217.4466	     10.2	    0.14
 217.4578	     10.5	    0.15
 217.4829	      9.2	    0.13
 217.4949	     10.7	    0.15
 217.5082	      6.3	    0.09
 217.5160	     19.6	    0.28
 217.5234	     11.3	    0.16
 217.5272	     16.9	    0.24
 217.5300	      6.6	    0.09
 217.5762	     11.2	    0.16
 217.5812	     12.9	    0.18
 217.5857	      5.4	    0.08
 217.5977	     10.2	    0.15
 217.6010	      9.7	    0.14
 217.6547	      6.8	    0.10
 217.6947	      5.3	    0.08
 217.7192	      4.9	    0.07
 217.7378	      5.9	    0.08
 217.7397	      6.7	    0.10
 217.7550	     19.3	    0.27
 217.7658	     10.3	    0.15
 217.7683	     10.4	    0.15
 217.7956	      7.6	    0.11
 217.8027	     11.9	    0.17
 217.8455	     12.8	    0.18
 217.8651	     13.3	    0.19
 217.8704	      7.0	    0.10
 217.8771	      9.8	    0.14
 217.9122	      4.3	    0.06
 217.9128	      4.5	    0.06
 217.9947	      7.3	    0.10
 217.9963	      7.1	    0.10
 218.0045	      7.0	    0.10
 218.0174	     15.0	    0.21
 218.0177	      9.4	    0.13
 218.0222	     45.8	    0.65
 218.0275	     10.3	    0.15
 218.0330	     14.3	    0.20
 218.0345	      6.0	    0.08
 218.0401	      7.8	    0.11
 218.0461	     12.1	    0.17
 218.0539	     34.2	    0.49
 218.0735	      5.4	    0.08
 218.0747	     10.1	    0.14
 218.0819	      4.7	    0.07
 218.0869	     19.0	    0.27
 218.0870	     20.2	    0.29
 218.0872	      8.2	    0.12
 218.1387	      4.0	    0.06
 218.1756	      5.2	    0.07
 218.2061	      6.1	    0.09
 218.2109	      6.4	    0.09
 218.2650	     10.1	    0.14
 218.2875	      6.6	    0.09
 218.2905	      4.0	    0.06
 218.3583	      9.0	    0.13
 218.3814	     12.1	    0.17
 218.3877	      7.0	    0.10
 218.4499	     10.4	    0.15
 218.5294	      8.5	    0.12
 218.5378	      8.3	    0.12
 218.5479	      6.6	    0.09
 218.5637	      6.0	    0.09
 218.6271	     10.8	    0.15
 218.6463	      7.9	    0.11
 218.6539	      8.3	    0.12
 218.6660	     11.8	    0.17
 218.7225	      9.9	    0.14
 218.7249	      5.6	    0.08
 218.7787	      7.1	    0.10
 218.7844	      7.0	    0.10
 218.9091	     12.6	    0.18
 218.9238	      5.1	    0.07
 218.9241	      9.9	    0.14
 218.9594	      5.5	    0.08
 218.9613	      9.3	    0.13
 218.9865	     18.2	    0.26
 218.9934	     10.4	    0.15
 219.0046	     16.1	    0.23
 219.0049	     11.3	    0.16
 219.0091	      6.7	    0.10
 219.0117	      4.7	    0.07
 219.0134	      7.4	    0.11
 219.0146	      5.7	    0.08
 219.0155	      6.5	    0.09
 219.0210	     10.8	    0.15
 219.0282	      6.7	    0.10
 219.0292	     67.2	    0.95
 219.0299	    916.8	   13.02
 219.0317	      4.1	    0.06
 219.0386	      7.3	    0.10
 219.0426	      4.9	    0.07
 219.0451	     10.9	    0.15
 219.0479	      8.7	    0.12
 219.0509	     18.7	    0.27
 219.0510	     16.5	    0.24
 219.0663	    181.3	    2.58
 219.0669	     10.5	    0.15
 219.1025	     18.8	    0.27
 219.1029	     10.9	    0.16
 219.1697	      5.3	    0.07
 219.1750	     12.2	    0.17
 219.1766	     10.3	    0.15
 219.2225	     10.2	    0.15
 219.2380	      4.1	    0.06
 219.2498	      4.4	    0.06
 219.2624	     10.2	    0.15
 219.3059	      7.6	    0.11
 219.3264	      4.9	    0.07
 219.3522	     12.8	    0.18
 219.4095	      7.7	    0.11
 219.4165	      8.4	    0.12
 219.4969	      9.7	    0.14
 219.4979	     10.3	    0.15
 219.5027	     12.5	    0.18
 219.5033	      4.8	    0.07
 219.5092	      4.7	    0.07
 219.5133	     11.0	    0.16
 219.5209	     10.0	    0.14
 219.5437	      5.0	    0.07
 219.5569	      5.8	    0.08
 219.5573	     10.0	    0.14
 219.5585	     12.0	    0.17
 219.5805	     10.4	    0.15
 219.6075	      5.2	    0.07
 219.6485	      5.6	    0.08
 219.6487	      5.0	    0.07
 219.6488	      3.9	    0.06
 219.6799	     11.9	    0.17
 219.6955	     10.6	    0.15
 219.7121	     14.9	    0.21
 219.7527	      6.1	    0.09
 219.7544	     16.5	    0.23
 219.7590	      7.7	    0.11
 219.7925	     11.0	    0.16
 219.8074	      7.7	    0.11
 219.8142	     11.0	    0.16
 219.8434	      5.5	    0.08
 219.8469	     11.6	    0.16
 219.8688	      7.0	    0.10
 219.9060	      5.8	    0.08
 219.9478	      9.8	    0.14
 219.9938	      7.0	    0.10
 220.0010	     12.3	    0.17
 220.0014	      4.7	    0.07
 220.0079	      8.2	    0.12
 220.0107	     13.2	    0.19
 220.0116	      5.7	    0.08
 220.0195	     27.7	    0.39
 220.0217	      4.8	    0.07
 220.0240	     11.1	    0.16
 220.0253	     13.0	    0.18
 220.0273	      5.9	    0.08
 220.0332	     30.8	    0.44
 220.0339	     14.3	    0.20
 220.0394	      6.3	    0.09
 220.0512	      7.2	    0.10
 220.0558	     12.5	    0.18
 220.0698	      5.9	    0.08
 220.0870	     13.0	    0.18
 220.1063	      7.4	    0.11
 220.1171	      6.7	    0.10
 220.1718	      5.3	    0.07
 220.2603	      7.2	    0.10
 220.2607	     12.7	    0.18
 220.3052	     11.8	    0.17
 220.3065	      6.0	    0.09
 220.3209	      9.3	    0.13
 220.3224	     11.3	    0.16
 220.3371	      9.0	    0.13
 220.3411	     11.3	    0.16
 220.3564	     11.2	    0.16
 220.3628	      5.4	    0.08
 220.3991	     20.0	    0.28
 220.3996	     17.4	    0.25
 220.4101	      7.5	    0.11
 220.4403	      4.3	    0.06
 220.5212	      5.7	    0.08
 220.5291	     13.4	    0.19
 220.5407	      6.2	    0.09
 220.5704	      6.6	    0.09
 220.6534	     10.6	    0.15
 220.6662	     13.2	    0.19
 220.6999	      5.6	    0.08
 220.7391	      7.5	    0.11
 220.7579	      9.9	    0.14
 220.7694	     11.7	    0.17
 220.7721	      6.8	    0.10
 220.7810	      5.6	    0.08
 220.7822	     11.0	    0.16
 220.8001	      6.2	    0.09
 220.8010	     20.7	    0.29
 220.8998	      6.4	    0.09
 220.9178	     12.8	    0.18
 220.9264	     10.2	    0.14
 220.9903	      9.3	    0.13
 220.9908	     15.8	    0.23
 220.9934	      9.9	    0.14
 221.0060	     19.4	    0.28
 221.0079	     11.6	    0.17
 221.0084	     68.2	    0.97
 221.0091	   1423.0	   20.22
 221.0105	      5.3	    0.08
 221.0111	      5.4	    0.08
 221.0124	     10.9	    0.15
 221.0132	      8.0	    0.11
 221.0144	     19.3	    0.27
 221.0182	     24.7	    0.35
 221.0260	      5.7	    0.08
 221.0276	      6.2	    0.09
 221.0301	      9.0	    0.13
 221.0310	      4.7	    0.07
 221.0446	     33.0	    0.47
 221.0455	    477.6	    6.78
 221.0466	      6.8	    0.10
 221.0476	      7.1	    0.10
 221.0489	     10.7	    0.15
 221.0591	      6.6	    0.09
 221.0608	     10.7	    0.15
 221.0681	     13.6	    0.19
 221.0685	      5.9	    0.08
 221.0714	     14.3	    0.20
 221.0817	     81.0	    1.15
 221.0853	      9.8	    0.14
 221.1181	     19.8	    0.28
 221.1253	      6.7	    0.10
 221.1872	     11.0	    0.16
 221.2469	      6.2	    0.09
 221.2691	     19.4	    0.28
 221.3058	      6.5	    0.09
 221.3335	      6.5	    0.09
 221.3562	      9.6	    0.14
 221.4244	     10.5	    0.15
 221.4357	     10.3	    0.15
 221.4444	      6.0	    0.08
 221.4983	      6.2	    0.09
 221.5068	      6.5	    0.09
 221.5481	      5.2	    0.07
 221.5632	      7.5	    0.11
 221.5788	     11.9	    0.17
 221.6033	      7.2	    0.10
 221.6060	     10.8	    0.15
 221.6684	     20.7	    0.29
 221.6775	     13.0	    0.18
 221.7094	     13.9	    0.20
 221.7154	      6.4	    0.09
 221.7481	      9.3	    0.13
 221.7930	     19.3	    0.27
 221.8137	      5.1	    0.07
 221.8717	      6.8	    0.10
 221.8974	      7.6	    0.11
 221.9485	     12.3	    0.17
 221.9499	     10.8	    0.15
 221.9570	      7.4	    0.10
 221.9612	      9.8	    0.14
 221.9895	      6.7	    0.09
 221.9916	     11.3	    0.16
 221.9990	     14.4	    0.20
 222.0046	      9.8	    0.14
 222.0115	      5.4	    0.08
 222.0124	     63.8	    0.91
 222.0131	     12.9	    0.18
 222.0167	      6.2	    0.09
 222.0195	      7.3	    0.10
 222.0307	     16.7	    0.24
 222.0325	     12.5	    0.18
 222.0346	     11.6	    0.17
 222.0488	     51.7	    0.74
 222.0550	      9.6	    0.14
 222.0605	      9.6	    0.14
 222.0753	      4.4	    0.06
 222.0850	     10.2	    0.15
 222.0889	      9.3	    0.13
 222.1137	      6.8	    0.10
 222.1218	      5.6	    0.08
 222.1525	      7.9	    0.11
 222.1535	     15.1	    0.21
 222.1811	      5.2	    0.07
 222.1895	     13.5	    0.19
 222.2122	     12.1	    0.17
 222.2815	      4.1	    0.06
 222.3437	      5.1	    0.07
 222.3526	     13.1	    0.19
 222.3571	      9.2	    0.13
 222.3665	     20.1	    0.29
 222.4096	      6.5	    0.09
 222.4662	      5.7	    0.08
 222.4968	     12.5	    0.18
 222.5249	     12.1	    0.17
 222.6172	      6.8	    0.10
 222.6297	      7.7	    0.11
 222.6773	      6.2	    0.09
 222.6802	      8.5	    0.12
 222.6899	     12.5	    0.18
 222.7738	      7.5	    0.11
 222.7771	      6.6	    0.09
 222.7815	      9.5	    0.13
 222.7830	     13.9	    0.20
 222.8195	     10.3	    0.15
 222.8297	     10.1	    0.14
 222.8622	     10.7	    0.15
 222.8887	      6.2	    0.09
 222.9204	      7.7	    0.11
 222.9326	      6.8	    0.10
 222.9876	      6.3	    0.09
 222.9885	     52.6	    0.75
 222.9967	      8.6	    0.12
 223.0062	      8.1	    0.12
 223.0068	     37.2	    0.53
 223.0106	      6.2	    0.09
 223.0142	     39.0	    0.55
 223.0197	      6.6	    0.09
 223.0216	     28.0	    0.40
 223.0227	      4.2	    0.06
 223.0241	    147.5	    2.10
 223.0248	   1927.8	   27.39
 223.0257	     17.2	    0.24
 223.0295	     10.4	    0.15
 223.0399	     12.6	    0.18
 223.0413	      5.9	    0.08
 223.0612	    223.0	    3.17
 223.0701	     12.4	    0.18
 223.0842	      8.2	    0.12
 223.0945	      9.1	    0.13
 223.0975	     14.4	    0.21
 223.0976	     14.2	    0.20
 223.1340	     11.1	    0.16
 223.2896	     11.5	    0.16
 223.3494	      5.5	    0.08
 223.3787	     13.8	    0.20
 223.3801	      7.6	    0.11
 223.4373	     11.2	    0.16
 223.4559	      6.9	    0.10
 223.5195	      9.2	    0.13
 223.5283	     10.3	    0.15
 223.5290	      6.9	    0.10
 223.5724	      5.8	    0.08
 223.5732	      6.9	    0.10
 223.6787	     13.5	    0.19
 223.6956	     10.1	    0.14
 223.7027	      9.0	    0.13
 223.7041	     13.2	    0.19
 223.7196	     12.0	    0.17
 223.7208	      7.1	    0.10
 223.7220	     12.5	    0.18
 223.7543	     11.3	    0.16
 223.8142	      6.3	    0.09
 223.8188	      6.2	    0.09
 223.8555	      9.1	    0.13
 223.8700	      9.1	    0.13
 223.9141	      5.8	    0.08
 223.9648	      9.1	    0.13
 223.9795	      7.6	    0.11
 223.9967	      7.3	    0.10
 223.9995	      9.8	    0.14
 224.0037	      7.5	    0.11
 224.0145	     27.2	    0.39
 224.0179	      5.0	    0.07
 224.0213	     28.2	    0.40
 224.0221	      5.7	    0.08
 224.0281	     52.5	    0.75
 224.0293	     10.5	    0.15
 224.0325	     23.2	    0.33
 224.0486	      6.8	    0.10
 224.0564	     15.5	    0.22
 224.1717	     11.7	    0.17
 224.2739	      9.6	    0.14
 224.2799	      9.8	    0.14
 224.2838	     15.8	    0.22
 224.3302	     10.9	    0.16
 224.4520	      8.9	    0.13
 224.4758	      9.8	    0.14
 224.4880	      6.2	    0.09
 224.5416	      6.2	    0.09
 224.5801	     12.9	    0.18
 224.6095	      5.8	    0.08
 224.6115	     11.3	    0.16
 224.6249	      7.3	    0.10
 224.6289	      6.5	    0.09
 224.6454	     10.3	    0.15
 224.6899	      5.9	    0.08
 224.7228	     10.6	    0.15
 224.7501	      5.6	    0.08
 224.7524	      6.9	    0.10
 224.8393	     17.0	    0.24
 224.8426	      6.2	    0.09
 224.9041	     10.3	    0.15
 224.9307	      4.4	    0.06
 224.9345	     12.7	    0.18
 224.9461	     11.1	    0.16
 224.9544	      5.7	    0.08
 224.9735	      6.4	    0.09
 224.9863	     12.3	    0.17
 224.9947	     10.3	    0.15
 225.0008	     43.5	    0.62
 225.0018	     15.8	    0.22
 225.0022	     33.1	    0.47
 225.0026	     61.6	    0.87
 225.0033	    671.0	    9.53
 225.0040	   4537.0	   64.45
 225.0060	      8.9	    0.13
 225.0062	      5.0	    0.07
 225.0068	     17.6	    0.25
 225.0191	      8.4	    0.12
 225.0193	     10.1	    0.14
 225.0225	      8.9	    0.13
 225.0258	     11.5	    0.16
 225.0296	     19.2	    0.27
 225.0318	      5.4	    0.08
 225.0405	    376.0	    5.34
 225.0556	    115.2	    1.64
 225.0570	      6.2	    0.09
 225.0654	      5.6	    0.08
 225.0768	    235.3	    3.34
 225.0802	     14.2	    0.20
 225.0867	      8.3	    0.12
 225.1862	     31.1	    0.44
 225.2252	      8.6	    0.12
 225.2315	     10.9	    0.15
 225.2355	      7.4	    0.10
 225.3072	      8.7	    0.12
 225.3725	      9.5	    0.13
 225.4207	      5.5	    0.08
 225.4415	      6.3	    0.09
 225.5036	     13.1	    0.19
 225.5093	     11.2	    0.16
 225.5173	     10.0	    0.14
 225.5247	      8.6	    0.12
 225.5532	      8.7	    0.12
 225.5867	      7.0	    0.10
 225.6471	      4.0	    0.06
 225.6581	      5.2	    0.07
 225.6656	      6.3	    0.09
 225.6749	      6.7	    0.10
 225.6814	      4.2	    0.06
 225.6934	      6.2	    0.09
 225.7194	     10.5	    0.15
 225.7313	      9.8	    0.14
 225.7534	    151.0	    2.15
 225.7950	      6.9	    0.10
 225.8854	      4.1	    0.06
 225.9089	      7.2	    0.10
 225.9525	     10.1	    0.14
 225.9736	     11.3	    0.16
 225.9937	     11.4	    0.16
 225.9953	      4.8	    0.07
 225.9959	     15.0	    0.21
 226.0074	    101.8	    1.45
 226.0086	      9.5	    0.13
 226.0088	     10.3	    0.15
 226.0090	     14.1	    0.20
 226.0117	      6.9	    0.10
 226.0194	     20.0	    0.28
 226.0248	      8.6	    0.12
 226.0267	     20.2	    0.29
 226.0272	     17.4	    0.25
 226.0375	      8.4	    0.12
 226.0452	     12.7	    0.18
 226.0511	      8.5	    0.12
 226.0534	     12.7	    0.18
 226.0556	     41.9	    0.59
 226.0563	     17.0	    0.24
 226.0695	      4.3	    0.06
 226.0880	      8.6	    0.12
 226.1149	     10.2	    0.14
 226.1163	     16.6	    0.24
 226.1390	      6.2	    0.09
 226.2618	      5.6	    0.08
 226.2900	     12.4	    0.18
 226.2903	      5.7	    0.08
 226.3136	      5.5	    0.08
 226.3177	     11.9	    0.17
 226.3340	      8.2	    0.12
 226.3417	     17.9	    0.25
 226.3422	     77.1	    1.10
 226.3430	     43.9	    0.62
 226.3436	     74.8	    1.06
 226.3439	    106.4	    1.51
 226.3443	     99.7	    1.42
 226.3449	     89.1	    1.27
 226.3457	     66.0	    0.94
 226.3462	     71.8	    1.02
 226.3465	     71.0	    1.01
 226.3470	     25.9	    0.37
 226.3475	     14.4	    0.20
 226.3483	     10.9	    0.15
 226.3484	     11.7	    0.17
 226.3487	     12.3	    0.17
 226.3506	      6.2	    0.09
 226.3772	      8.1	    0.12
 226.3981	      4.3	    0.06
 226.3996	     24.0	    0.34
 226.4001	     51.6	    0.73
 226.4006	     47.0	    0.67
 226.4009	     16.1	    0.23
 226.4016	     72.9	    1.04
 226.4022	     22.5	    0.32
 226.4449	      5.8	    0.08
 226.4538	     16.5	    0.24
 226.4541	     35.6	    0.51
 226.4550	     46.7	    0.66
 226.4553	     42.4	    0.60
 226.4559	    114.7	    1.63
 226.4564	     79.4	    1.13
 226.4569	     50.5	    0.72
 226.4575	     31.2	    0.44
 226.4579	     18.2	    0.26
 226.4584	     25.7	    0.37
 226.4585	     25.5	    0.36
 226.4606	      7.1	    0.10
 226.4714	      8.7	    0.12
 226.4723	      6.7	    0.09
 226.4943	      6.8	    0.10
 226.4986	      9.1	    0.13
 226.4993	      6.8	    0.10
 226.5030	     10.2	    0.15
 226.5105	     18.5	    0.26
 226.5113	     28.2	    0.40
 226.5122	     76.1	    1.08
 226.5127	     29.8	    0.42
 226.5138	     32.3	    0.46
 226.5147	      5.8	    0.08
 226.5208	      5.6	    0.08
 226.5308	     10.3	    0.15
 226.5458	      7.6	    0.11
 226.5683	     12.2	    0.17
 226.5949	      5.8	    0.08
 226.6317	      6.3	    0.09
 226.7110	      5.8	    0.08
 226.7420	      4.4	    0.06
 226.7651	      9.4	    0.13
 226.7803	      6.0	    0.08
 226.8131	      6.6	    0.09
 226.8915	      7.3	    0.10
 226.9224	     11.0	    0.16
 226.9326	      7.0	    0.10
 226.9390	      6.8	    0.10
 226.9500	     13.6	    0.19
 226.9903	     12.5	    0.18
 226.9917	      8.0	    0.11
 226.9932	     13.0	    0.18
 226.9982	      4.6	    0.07
 226.9990	     10.6	    0.15
 227.0002	      6.7	    0.09
 227.0014	     22.6	    0.32
 227.0048	      7.1	    0.10
 227.0058	     11.0	    0.16
 227.0085	     34.6	    0.49
 227.0168	     11.6	    0.17
 227.0197	    227.6	    3.23
 227.0204	      8.6	    0.12
 227.0272	     16.7	    0.24
 227.0330	     11.2	    0.16
 227.0350	    184.8	    2.62
 227.0383	    147.8	    2.10
 227.0458	     12.3	    0.18
 227.0561	    301.3	    4.28
 227.0642	     11.6	    0.17
 227.0712	     40.3	    0.57
 227.0924	     51.6	    0.73
 227.1243	     11.7	    0.17
 227.1317	     12.4	    0.18
 227.2009	      8.3	    0.12
 227.2016	    916.0	   13.01
 227.2028	     17.9	    0.25
 227.2303	      5.3	    0.08
 227.2463	     11.0	    0.16
 227.2675	      6.6	    0.09
 227.2728	      9.7	    0.14
 227.2765	      6.9	    0.10
