Name,m/z,I,I %,Res.,S/N
FA-HQ-250-NaOD,210.42819,3781951,1.5,1294426,4.8
FA-HQ-250-NaOD,210.44693999999998,3430918,1.4,847682,4.1
FA-HQ-250-NaOD,210.44762000000003,3698757,1.5,915269,4.6
FA-HQ-250-NaOD,210.44977000000003,3867417,1.5,1358266,5.0
FA-HQ-250-NaOD,210.4837,3518205,1.4,804782,4.3
FA-HQ-250-NaOD,210.49218,4254526,1.7,1136323,5.7
FA-HQ-250-NaOD,210.5119,3430810,1.4,784279,4.1
FA-HQ-250-NaOD,210.51732,4040635,1.6,1349165,5.3
FA-HQ-250-NaOD,210.52888,4215236,1.7,1203642,5.6
FA-HQ-250-NaOD,210.53302000000002,3685468,1.5,761485,4.6
FA-HQ-250-NaOD,210.53506000000002,3771409,1.5,1084686,4.8
FA-HQ-250-NaOD,210.55739,4415520,1.7,1123010,6.0
