mass	z	intensity	Res.	
294.01692		4595512	906211	
294.01810		584056	1334428	
294.01937		605721	1127447	
294.02209		694969	1362369	
294.02248		996954	942068	
294.02552		745018	777701	
294.02750		4508475	902842	
294.03361		681213	747471	
294.03512		3383485	852895	
294.04040		1253566	1338878	
294.04075		4808511	967152	
294.04490		654592	1088132	
294.04567		1956672	915573	
294.04884		2274369	945902	
294.05326		1313538	993342	
294.05721		593475	859948	
294.06389		1045573	1166845	
294.06526		694373	1077908	
294.07001		594182	1034824	
294.07711		1264072	987434	
294.08216		591306	1036643	
294.08518		861067	896445	
294.12161		679476	1208779	
294.13466		784344	1079112	
294.13800		818265	1032351	
294.17855		4359268	907624	
294.17913		3276004	797547	
294.18065		769124	1146493	
294.18251	1-	82089064	897379	
294.20927		696044	1448704	
294.20998		7746669	871309	
294.21554		3040366	987331	
294.21596		714414	1311168	
294.25187		673656	1123496	
294.34778		655633	1082873	
294.35144		603442	1031529	
294.35988		711445	1178605	
294.37202		600664	946792	
294.38412		723003	1136989	
294.43482		581881	897126	
294.50270		633371	1097557	
294.51456		2802110	900209	
294.51670		677823	1034417	
294.51862		1983167	890954	
294.52509		944801	903686	
294.52914		1430594	946760	
294.53274		1840963	955563	
294.53679		1513732	937804	
294.54332		702182	992769	
294.54732		799719	902686	
294.55095		916040	724517	
294.55494		746313	1254088	
294.68218		887467	1155767	
294.69172		698413	931879	
294.70380		689488	1075385	
294.70484		607569	1112436	
294.70933		589458	978884	
294.81491		1480654	982167	
294.84338		1012437	949228	
294.93098		763852	1075485	
294.99432		604861	941109	
294.99695		600221	1110903	
294.99894		1277886	829773	
295.00654		4756032	833161	
295.00708		1014208	1069989	
295.00948		2413121	896417	
295.01260		945857	935847	
295.01621		1255618	842345	
295.01709		3444931	829981	
295.02475		17528132	884003	
295.03443		967623	990094	
295.03531		2849607	854139	
295.03607		1030599	917717	
295.04292		2292297	806654	
295.04410		898378	1074835	
295.04585		5280842	863731	
295.04883		779627	916502	
295.04925		1451979	975908	
295.05350		1509132	975573	
295.06114		12214606	889402	
295.07637		4768082	893220	
295.08227		2515540	908420	
295.08529		585876	1608404	
295.08567		1967700	1042776	
295.09533		637303	1134112	
295.09751		5128792	887012	
295.11864		2296413	922163	
295.12165		936926	1234515	
295.12203		5487966	920504	
295.13170		615232	1023607	
295.13389		1129633	981894	
295.13726		3061730	891702	
295.13976		1812130	889858	
295.15503		16045414	884318	
295.15814		5021799	952676	
295.17035		1085802	932199	
295.17493		26916204	874114	
295.18338		5475694	917198	
295.18585	1-	6466159	870903	
295.19141		2304624	919996	
295.22778	1-	68810104	863002	
295.26418		39619972	859657	
295.35403		702298	856154	
295.50422		1669184	707609	
295.50824		1923905	839766	
295.51046		662338	941815	
295.51883		924964	777625	
295.52192		862917	1261182	
295.52236		3333317	856062	
295.52640		2160070	927646	
295.53296		825640	1013819	
295.53698		867721	866481	
295.54057		2499530	922514	
295.54460		933099	871283	
295.55872		803342	1030216	
295.67238		609323	964802	
295.67948		602573	1116264	
295.68456		766670	873597	
295.69154		722608	905116	
295.99503		700124	1000375	
295.99616		2332413	767007	
296.00413		597375	1039190	
296.00585		848319	924141	
296.00676		970047	952106	
296.01435		8937537	810042	
296.01622		764546	1048924	
296.01955		668610	1751003	
296.01996		4032579	898279	
296.02399		1218884	973399	
296.02494		1857284	836331	
296.02808		2405829	934705	
296.03258		6307398	839702	
296.03825		828679	1102959	
296.04107		715368	981926	
296.04309		1608968	860901	
296.04920		747178	910471	
296.05073		2302026	831493	
296.05637		3783244	828050	
296.06132		1104653	1021347	
296.06451		2080206	973979	
296.06890		939855	807520	
296.07161		1027919	978403	
296.07973		902289	1284773	
296.08728		653107	825894	
296.09278		1085397	969189	
296.10086		966423	752617	
296.11388		631450	1151419	
296.11703		637467	1184700	
296.12536		633245	1237026	
296.14068		714849	1163135	
296.15836		2257253	821695	
296.16147		757062	981052	
296.17827		4084842	884567	
296.18673	1-	1019084	784704	
296.23112	1-	12313719	819410	
296.26752		7824000	838842	
296.26829		637376	1135622	
296.33216		648240	1056115	
296.34425		920275	816671	
296.35633		960150	966969	
296.49782		638329	889617	
296.51198		3777468	822135	
296.51604		3044669	766954	
296.52664		660192	1080357	
296.52893		586176	1158388	
296.53021		2965825	870822	
296.53422		2096194	948813	
296.54473		638276	1054105	
296.54841		1508293	818521	
296.55248		611398	648615	
296.66988		596323	938209	
296.70016		626570	832128	
296.84387		599581	638847	
296.84993		1147726	885841	
296.93260		1198050	990831	
296.99479		644817	1076453	
297.00399		9152819	757841	
297.00967		739573	1027867	
297.01366		1337910	896130	
297.01617		769718	1301365	
297.02219		6868536	752932	
297.02272		919224	1307434	
297.02514		3908664	831090	
297.03188		1145018	907972	
297.03279		963066	996497	
297.04040		21972796	800550	
297.04712		1107262	816154	
297.05164		584367	621654	
297.05484		731199	1383298	
297.05565		6929728	781471	
297.05857		1513600	734722	
297.05973		604961	910104	
297.06152		2028609	922369	
297.06487		592802	969445	
297.07679		5474117	786891	
297.09203		785800	1034118	
297.09792		2323274	889732	
297.11097		626553	681444	
297.11319		1799373	848696	
297.11652		676686	976488	
297.11776		619182	970731	
297.13430		3474514	841854	
297.13774		672211	1198817	
297.15210		6977879	527607	
297.15291	1-	185980752	816927	
297.15513		861783	1664734	
297.17070		9142619	838430	
297.20707		2846692	874164	
297.24256		1702764	761107	
297.24345		41019244	818746	
297.27088		975539	1200998	
297.27983		32335732	832582	
297.29619		583513	767046	
297.34804		621349	1059609	
297.36013		810568	1055663	
297.41015		585588	1205129	
297.50165		1990441	908859	
297.50570		2394922	834356	
297.50800		762347	859538	
297.51981		3450286	840183	
297.52389		2072238	901022	
297.53449		725201	983353	
297.53805		2235058	807061	
297.54209		1315443	843353	
297.55623		784406	478071	
297.56376		635144	846227	
297.57444		606394	1184021	
297.66383		605007	880868	
297.70017		643416	1358359	
297.71226		646330	844299	
297.99365		1060955	960413	
298.00291		613821	963768	
298.00739		704254	870395	
298.01186		7815200	899130	
298.01940		1067297	777617	
298.02154		805186	1015972	
298.02248		969890	852548	
298.03002		5895716	843145	
298.03181		651204	874678	
298.03568		3544869	950757	
298.03975		685702	840199	
298.04065		767654	843539	
298.04377		2991911	920614	
298.04821		2790568	878095	
298.05086		868712	980020	
298.05588		670954	1029157	
298.05903		1449002	995096	
298.06217		712427	916363	
298.06351		665515	1109760	
298.06646		988908	987344	
298.07206		1438893	795185	
298.08015		1066351	997870	
298.12956		12646458	886638	
298.13763		1169660	972832	
298.15228		1449216	883603	
298.15629	1-	33314880	880783	
298.17346		603972	1376074	
298.17405		1776069	957646	
298.24682		8018517	916535	
298.28321		6820446	904118	
298.34780		644524	1132115	
298.35985		900591	1073239	
298.49540		610797	779128	
298.50947		2143889	894952	
298.51305		643025	1349940	
298.51354		2540817	906513	
298.51472		601138	1015554	
298.51723		716178	1144503	
298.52766		2509077	862174	
298.53173		1697685	1020985	
298.53535		908630	1066456	
298.54585		1082457	1023274	
298.54993		847705	1098350	
298.57863		588672	935682	
298.62728		614123	1003331	
298.70280		643916	780748	
298.79332		660784	775533	
298.94306		1989361	832731	
299.00097		681086	1410956	
299.00145		4022014	875884	
299.00539		814207	1128093	
299.00910		1338239	940367	
299.01926		3424002	1160442	
299.01965		28401922	873190	
299.02209		611426	994318	
299.02729		1774851	864695	
299.02932		1189764	937608	
299.03491		1896453	870735	
299.03785		4254470	824082	
299.03846		660934	1162136	
299.04078		1781254	950906	
299.04551		942023	887597	
299.05409		889225	1272000	
299.05460		7353610	848680	
299.05603		14004490	866688	
299.07131		4702733	898345	
299.07717		2172558	893494	
299.09242		3435026	894708	
299.10769		1481621	944198	
299.11354		2746134	852906	
299.12882		2371098	896511	
299.13290		1977243	1005837	
299.14871		9000222	866253	
299.14992		3839518	840637	
299.15962	1-	2602016	851272	
299.16522		2735650	989016	
299.17006		1296227	848145	
299.17109		28227874	864315	
299.18632		5030182	886847	
299.20160		6240042	894813	
299.22179		1463086	996695	
299.22226		2896814	778391	
299.22271		28985646	848704	
299.25804		900022	1042706	
299.25910		18517302	854691	
299.28656		687676	896333	
299.36366		720269	1155988	
299.49910		854698	870161	
299.50312		1713323	775766	
299.50670		592620	1283207	
299.51659		606990	813462	
299.51732		1948526	900226	
299.52135		2058479	840620	
299.52489		1513967	810366	
299.52890		884016	948333	
299.53547		1890418	944532	
299.53734		590130	977778	
299.53953		1311091	1004927	
299.54317		1050611	972849	
299.55369		746422	1146261	
299.55772		725558	1011056	
299.57185		583738	1150114	
299.63743		615784	814752	
299.67748		618576	850134	
299.67943		831185	1087958	
299.69155		909779	708543	
299.70371		796150	873960	
299.99115		1092371	847490	
299.99875		768852	1149019	
300.00929		3768535	822571	
300.01490		1659352	931143	
300.01692		3081688	870554	
300.01893		684568	951143	
300.02301		3919065	874569	
300.02346		657881	1378404	
300.02749		4908250	828023	
300.03511		2135260	890603	
300.03725		590428	1018390	
300.03825		746524	917681	
300.04257		601373	946152	
300.04565		3087326	821214	
300.05129		2465759	799414	
300.05329		1327200	850127	
300.05535		706592	939430	
300.05627		673824	1051297	
300.05793		864385	675860	
300.05939		2181345	909910	
300.06388		1481890	894496	
300.06653		2703587	826664	
300.07430		644644	1589188	
300.07467		970916	1202014	
300.08208		681286	788053	
300.08763		937255	1105426	
300.08975		680679	851071	
300.09580		616105	1091923	
300.10876		701211	668741	
300.14523		828947	934643	
300.15209		1658612	981202	
300.15332		604677	712526	
300.16046		633974	1142426	
300.16855		690872	1305780	
300.17441		3576441	802314	
300.18163		590619	927551	
300.18969		958524	896925	
300.20494		1370367	863123	
300.22605		5481476	826044	
300.24730		652136	917708	
300.26241		3380619	828578	
300.34426		808476	1156708	
300.35133		694878	1014188	
300.35633		702831	773380	
300.36341		672000	846300	
300.48896		618810	740916	
300.50266		591645	975040	
300.50692		1053566	946158	
300.51098		1333503	802917	
300.51452		2143680	838730	
300.51854		1091584	816622	
300.52054		793121	898712	
300.52504		1038466	774028	
300.52915		1442307	842217	
300.53276		1996483	804856	
300.53675		1022084	743989	
300.54327		748005	740314	
300.54733		833318	783161	
300.55091		904583	851802	
300.70019		678438	1146357	
300.73605		602285	1022608	
300.86576		3280263	839475	
300.99890		2812706	812468	
301.00657		2702884	732975	
301.01244		602597	1154855	
301.01620		1418022	748028	
301.01712		3459750	871885	
301.02046		608391	1053164	
301.02473		3832360	734292	
301.02661		599272	1003874	
301.02821		732104	996314	
301.03529	1-	251861680	796886	
301.04034		881579	1000084	
301.04151		991715	571785	
301.04295		2243883	854383	
301.05057		8890029	769178	
301.05347		1231341	919747	
301.05645		947406	749271	
301.06108		953519	644187	
301.06182		744111	1152010	
301.07170		4466353	799177	
301.08694		6318004	755502	
301.09048		628693	1050120	
301.09281		1898549	797061	
301.10807		1437816	870603	
301.12097		5127099	791375	
301.12335		1039099	851949	
301.12920		4804029	802949	
301.14448		1937472	924140	
301.16558		5328836	806712	
301.17531		688166	1060804	
301.20200		3703243	781471	
301.21722		5518798	793456	
301.23737		4790482	769072	
301.23837	1-	127441616	782837	
301.24070		649683	1408782	
301.24143		633043	1257444	
301.50414		1157767	993494	
301.50824		1332680	773745	
301.51875		694026	1136477	
301.52238		2764939	819236	
301.52642		1262475	915289	
301.53285		1227341	953078	
301.53696		1018317	740159	
301.54058		1723598	715643	
301.54461		730191	1082403	
301.55110		688848	766639	
301.55520		756369	1144423	
301.67587		664649	1002249	
301.68812		1222315	829850	
301.70019		863790	1198271	
301.99614		888615	598619	
302.00677		1121129	664750	
302.01439		5828203	840356	
302.02002		879532	1133279	
302.02253		706860	1244354	
302.02406		970636	717767	
302.02496		2783341	877478	
302.03054		1759598	969526	
302.03256		3658350	899038	
302.03470		591727	1041816	
302.03867	1-	38742896	876116	
302.04316		1923824	882518	
302.04583		3414385	917680	
302.05077		2215026	843017	
302.05397		1866866	971789	
302.06135		875380	960396	
302.06692		760757	1051589	
302.06886		671989	1248951	
302.07504		795830	1132239	
302.08221		1675256	905695	
302.09032		1518841	966077	
302.12443		1191584	596290	
302.13256		795329	1016584	
302.16083		699175	975685	
302.16892		984392	890872	
302.20542		721743	1081577	
302.22061		1159186	889953	
302.24174	1-	21784470	863202	
302.34778		759914	1071737	
302.36001		679197	701314	
302.51201		2818762	920717	
302.51601		2132426	879684	
302.52282		587756	1126738	
302.52665		845612	885375	
302.53021		2475213	853436	
302.53424		1522382	939837	
302.54839		1429969	800537	
302.55243		627057	1043108	
302.84665		875208	1041897	
302.92795		1039640	1005633	
302.93470		684953	872380	
302.96652		606239	984514	
302.99638		740004	965432	
303.00286		2313766	924773	
303.00402		4288550	834662	
303.00744		632934	1186270	
303.01383		814567	796662	
303.01456		6745128	890575	
303.02220		6077481	856080	
303.02684		677322	948630	
303.02784		878794	686047	
303.02984		9459242	861094	
303.03182		1127147	748294	
303.03276		1784683	843570	
303.03666		9041452	883845	
303.03954		3472556	774187	
303.04038		3722540	837433	
303.04201	1-	3410989	873699	
303.04379		617837	945648	
303.04923		874798	987866	
303.05096		4318767	885023	
303.05725		1596463	855539	
303.05860		1605936	830523	
303.06560		1228081	1324998	
303.06622		17594418	868811	
303.07205		1111538	1006018	
303.08736		1551733	799307	
303.10261		3251256	841670	
303.10845		2928953	883773	
303.12374		1191292	832479	
303.12716		680220	884849	
303.13672		651838	1094111	
303.14484		9574976	853907	
303.16010		1546306	898526	
303.17315		1273349	835932	
303.18124		3615814	912615	
303.19650		1155977	1007863	
303.20955		7522892	863635	
303.21761		1617101	940350	
