peakNo,mass,intensity,errorPPM,DBE,class,formula,z,C,H,O,N,S
1207,446.303136037,0.006382667489823252,-0.19878193277013526,6.0,O5,H42_C27_O5,0,27,42,5,0,0
1226,448.224946037,0.0094932879436853,-0.06324279864817793,12.0,O5,H32_C28_O5,0,28,32,5,0,0
1246,450.24053603699997,0.007071050645199341,-0.19638613800050017,11.0,O5,H34_C28_O5,0,28,34,5,0,0
1263,452.256196037,0.006917748228743675,-0.1735631279638499,10.0,O5,H36_C28_O5,0,28,36,5,0,0
1280,454.271826037,0.00756831454473977,-0.2169824197654775,9.0,O5,H38_C28_O5,0,28,38,5,0,0
1291,456.287576037,0.007660408874886272,0.0029740015836258755,8.0,O5,H40_C28_O5,0,28,40,5,0,0
1322,460.225116037,0.006562861999986908,0.30779067694958645,13.0,O5,H32_C29_O5,0,29,32,5,0,0
1338,462.240696037,0.007001092633320302,0.15485222443822905,12.0,O5,H34_C29_O5,0,29,34,5,0,0
1355,464.256196037,0.006857904152982219,-0.169076903432341,11.0,O5,H36_C29_O5,0,29,36,5,0,0
1372,466.17785603699997,0.004326146206088518,-0.36064561591427846,17.0,O5,H26_C30_O5,0,30,26,5,0,0
1375,466.271926037,0.006921177490534806,0.0030690245477861147,10.0,O5,H38_C29_O5,0,29,38,5,0,0
1393,468.287476037,0.01070147647816014,-0.2106462485241109,9.0,O5,H40_C29_O5,0,29,40,5,0,0
1433,474.240506037,0.005073778843552822,-0.2497066330631888,13.0,O5,H34_C30_O5,0,30,34,5,0,0
1455,476.25647603699997,0.004395095697494761,0.42310185811377904,12.0,O5,H36_C30_O5,0,30,36,5,0,0
1482,480.287376037,0.0055041073707963704,-0.4135919658600678,10.0,O5,H40_C30_O5,0,30,40,5,0,0
1501,482.303046037,0.005260259197397241,-0.3705491836542178,9.0,O5,H42_C30_O5,0,30,42,5,0,0
1513,484.318966037,0.005248784172568182,0.18832423753829902,8.0,O5,H44_C30_O5,0,30,44,5,0,0
1527,486.334586037,0.007406474035841061,0.1257056392145537,7.0,O5,H46_C30_O5,0,30,46,5,0,0
374,338.212676037,0.007463291576238717,-0.059787824148710346,-1.0,O5S1,H34_C16_O5_S,0,16,34,5,0,1
1489,482.02509603699997,0.004740896476487661,0.41629990150145196,25.0,O5S1,H10_C30_O5_S,0,30,10,5,0,1
1,208.000796037,0.0030661608198082647,0.038696967158559775,7.0,O6,H4_C9_O6,0,9,4,6,0,0
26,246.016316037,0.003974788094582071,-0.4960036877297059,9.0,O6,H6_C12_O6,0,12,6,6,0,0
27,248.032046037,0.004332882012549032,-0.16973209988359944,8.0,O6,H8_C12_O6,0,12,8,6,0,0
47,258.016436037,0.004049653330413004,-0.00784833728380069,10.0,O6,H6_C13_O6,0,13,6,6,0,0
51,260.032116037,0.005870231955647391,0.10729828467020322,9.0,O6,H8_C13_O6,0,13,8,6,0,0
54,262.047756037,0.004345182943086377,0.0680295845105126,8.0,O6,H10_C13_O6,0,13,10,6,0,0
58,264.063336037,0.003641605265357704,-0.19785783505269366,7.0,O6,H12_C13_O6,0,13,12,6,0,0
72,270.016456037,0.003982378538140488,0.06657001671447246,11.0,O6,H6_C14_O6,0,14,6,6,0,0
80,272.032116037,0.012129445534017196,0.10256509568207907,10.0,O6,H8_C14_O6,0,14,8,6,0,0
86,274.047746037,0.005209097357999614,0.028560716530396515,9.0,O6,H10_C14_O6,0,14,10,6,0,0
107,282.016456037,0.005513474777756639,0.06373741534149137,12.0,O6,H6_C15_O6,0,15,6,6,0,0
114,284.032086037,0.018222252747402853,-0.007390010052927361,11.0,O6,H8_C15_O6,0,15,8,6,0,0
121,285.035426037,0.004350814295451138,-0.059427700862508065,11.0,O6,H8_C14_13C_O6,0,15,8,6,0,0
125,286.047766037,0.007859661548846823,0.09728095529423682,10.0,O6,H10_C15_O6,0,15,10,6,0,0
132,288.063346037,0.004044618519612306,-0.14665871445127895,9.0,O6,H12_C15_O6,0,15,12,6,0,0
147,294.016556037,0.004273382226490263,0.4012529143141766,13.0,O6,H6_C16_O6,0,16,6,6,0,0
156,296.032076037,0.011966792267673243,-0.040870570878297575,12.0,O6,H8_C16_O6,0,16,8,6,0,0
165,298.047736037,0.02037669693759452,-0.007290778551558043,11.0,O6,H10_C16_O6,0,16,10,6,0,0
168,298.141626037,0.03165851972855623,-0.04231881387843533,4.0,O6,H22_C15_O6,0,15,22,6,0,0
179,300.063356037,0.008843118023471366,-0.10746730425406625,10.0,O6,H12_C16_O6,0,16,12,6,0,0
191,302.078926037,0.005133695965220082,-0.37182666626531974,9.0,O6,H14_C16_O6,0,16,14,6,0,0
216,308.032106037,0.0147955870077634,0.05811407215139675,13.0,O6,H8_C17_O6,0,17,8,6,0,0
224,310.047726037,0.014909925277145249,-0.03926169745408401,12.0,O6,H10_C17_O6,0,17,10,6,0,0
227,310.141486037,0.0036631435811429877,-0.49208831078813203,5.0,O6,H22_C16_O6,0,16,22,6,0,0
234,312.063396037,0.012434183313576186,0.024844310907431184,11.0,O6,H12_C17_O6,0,17,12,6,0,0
247,314.078996037,0.007472088251188305,-0.1347463552186072,10.0,O6,H14_C17_O6,0,17,14,6,0,0
270,318.110276037,0.005394731840254826,-0.19637529720116287,8.0,O6,H18_C17_O6,0,17,18,6,0,0
276,320.032056037,0.009051292037394076,-0.10029932735412288,14.0,O6,H8_C18_O6,0,18,8,6,0,0
280,320.125926037,0.0044402984518969206,-0.19536999326168092,7.0,O6,H20_C17_O6,0,17,20,6,0,0
286,322.047766037,0.01967124636284104,0.08640643679131955,13.0,O6,H10_C18_O6,0,18,10,6,0,0
291,323.051056037,0.00637271815048008,-0.11457322087267295,13.0,O6,H10_C17_13C_O6,0,18,10,6,0,0
297,324.063396037,0.017351963372803772,0.02392433125365031,12.0,O6,H12_C18_O6,0,18,12,6,0,0
309,326.078946037,0.006745448520079284,-0.28312468846278077,11.0,O6,H14_C18_O6,0,18,14,6,0,0
320,328.094636037,0.005733158878543193,-0.1596947778372716,10.0,O6,H16_C18_O6,0,18,16,6,0,0
339,332.032056037,0.012556724151207085,-0.09667440046418622,15.0,O6,H8_C19_O6,0,19,8,6,0,0
344,332.125986037,0.005432984520206114,-0.007656732988697637,8.0,O6,H20_C18_O6,0,18,20,6,0,0
350,334.047736037,0.04588371073680664,-0.006505058429727857,14.0,O6,H10_C19_O6,0,19,10,6,0,0
357,335.051136037,0.0078058038285523336,0.1282998185904528,14.0,O6,H10_C18_13C_O6,0,19,10,6,0,0
360,336.063386037,0.012322460574594815,-0.0066862386412318,13.0,O6,H12_C19_O6,0,19,12,6,0,0
371,338.079026037,0.012063755837900621,-0.036444141862429516,12.0,O6,H14_C19_O6,0,19,14,6,0,0
384,340.094636037,0.006972072955862603,-0.1540600599352851,11.0,O6,H16_C19_O6,0,19,16,6,0,0
396,342.016306037,0.0039549760970372825,-0.3860196069521373,17.0,O6,H6_C20_O6,0,20,6,6,0,0
401,342.110286037,0.00628858095433913,-0.15336867135027552,10.0,O6,H18_C19_O6,0,19,18,6,0,0
414,344.032036037,0.007608116771839509,-0.15143647829649556,16.0,O6,H8_C20_O6,0,20,8,6,0,0
418,344.125906037,0.0039291290467549905,-0.2398627902492508,9.0,O6,H20_C19_O6,0,19,20,6,0,0
421,344.219956037,0.005157954510537496,0.19468075224079967,2.0,O6,H32_C18_O6,0,18,32,6,0,0
429,346.047756037,0.019699869157543872,0.05151601088031094,15.0,O6,H10_C20_O6,0,20,10,6,0,0
433,346.141666037,0.0039041926354317184,0.07910922815081046,8.0,O6,H22_C19_O6,0,19,22,6,0,0
437,347.050926037,0.0060230006500179845,-0.48123484906510183,15.0,O6,H10_C19_13C_O6,0,20,10,6,0,0
441,348.063366037,0.026548250072300106,-0.06391652260699895,14.0,O6,H12_C20_O6,0,20,12,6,0,0
448,349.066756037,0.004117549012884851,0.036992924164964,14.0,O6,H12_C19_13C_O6,0,20,12,6,0,0
453,350.079036037,0.009841964783476046,-0.00662993144955614,13.0,O6,H14_C20_O6,0,20,14,6,0,0
466,352.094706037,0.00765370861743325,0.050000751730751754,12.0,O6,H16_C20_O6,0,20,16,6,0,0
468,352.188706037,0.004304842124174512,0.3326654091490797,5.0,O6,H28_C19_O6,0,19,28,6,0,0
477,354.110426037,0.006937040139439141,0.2471856053471146,11.0,O6,H18_C20_O6,0,20,18,6,0,0
487,356.032056037,0.006125032145190024,-0.0901576121161844,17.0,O6,H8_C21_O6,0,21,8,6,0,0
492,356.126016037,0.0047979867216003174,0.07709911309752446,10.0,O6,H20_C20_O6,0,20,20,6,0,0
496,357.035386037,0.003931160209909039,-0.15947718970269473,17.0,O6,H8_C20_13C_O6,0,21,8,6,0,0
502,358.047716037,0.029997374993110674,-0.061927500156019784,16.0,O6,H10_C21_O6,0,21,10,6,0,0
507,358.141576037,0.005107397004267218,-0.17483867893488364,9.0,O6,H22_C20_O6,0,20,22,6,0,0
512,359.051216037,0.005643072823833589,0.34253330584679476,16.0,O6,H10_C20_13C_O6,0,21,10,6,0,0
518,360.063356037,0.01609177540587809,-0.08955923850082316,15.0,O6,H12_C21_O6,0,21,12,6,0,0
521,360.157236037,0.005982582402445968,-0.14629998977819264,8.0,O6,H24_C20_O6,0,20,24,6,0,0
526,361.066636037,0.004416176745909712,-0.2965851431802905,15.0,O6,H12_C20_13C_O6,0,21,12,6,0,0
528,361.160626037,0.003887490932556052,-0.04854072886695919,8.0,O6,H24_C19_13C_O6,0,20,24,6,0,0
532,362.079036037,0.011836291374200558,-0.006410202690151953,14.0,O6,H14_C21_O6,0,21,14,6,0,0
545,364.094736037,0.007732445773244485,0.1307489378681225,13.0,O6,H16_C21_O6,0,21,16,6,0,0
548,364.188626037,0.003606429765931573,0.10203778307771336,6.0,O6,H28_C20_O6,0,20,28,6,0,0
563,366.110406037,0.006869938222477027,0.18445528698385968,12.0,O6,H18_C21_O6,0,21,18,6,0,0
566,366.204336037,0.003589402765288727,0.2651170138491783,5.0,O6,H30_C20_O6,0,20,30,6,0,0
580,368.032106037,0.004612576246789571,0.048639778119080254,18.0,O6,H8_C22_O6,0,22,8,6,0,0
585,368.125976037,0.006591410287865821,-0.034072575264366536,11.0,O6,H20_C21_O6,0,21,20,6,0,0
596,370.047716037,0.012835251598845587,-0.05991929967357732,17.0,O6,H10_C22_O6,0,22,10,6,0,0
600,370.141726037,0.00688339863502583,0.23607984144021937,10.0,O6,H22_C21_O6,0,21,22,6,0,0
604,371.051136037,0.004960060003452189,0.11585195638541078,17.0,O6,H10_C21_13C_O6,0,22,10,6,0,0
611,372.063386037,0.02182342077325303,-0.0060392935234974575,16.0,O6,H12_C22_O6,0,22,12,6,0,0
616,372.157286037,0.006927603095382006,-0.007230813594869938,9.0,O6,H24_C21_O6,0,21,24,6,0,0
621,373.066786037,0.005021242280207969,0.11502766159255841,16.0,O6,H12_C21_13C_O6,0,22,12,6,0,0
628,374.079036037,0.013749488799185118,-0.006204571192870681,15.0,O6,H14_C22_O6,0,22,14,6,0,0
633,374.172916037,0.0057252090491282225,-0.06084085460806472,8.0,O6,H26_C21_O6,0,21,26,6,0,0
638,375.082416037,0.004161451063190999,0.060890617687228484,15.0,O6,H14_C21_13C_O6,0,22,14,6,0,0
644,376.094676037,0.011156880690920691,-0.032957126991112286,14.0,O6,H16_C22_O6,0,22,16,6,0,0
655,378.110356037,0.00830801439683379,0.04636477073197208,13.0,O6,H18_C22_O6,0,22,18,6,0,0
658,378.204176037,0.004602135551986693,-0.16634665598995782,6.0,O6,H30_C21_O6,0,21,30,6,0,0
671,380.125976037,0.010225395404330082,-0.03299695578833105,12.0,O6,H20_C22_O6,0,22,20,6,0,0
683,382.047726037,0.014901250832344705,-0.031862511224498395,18.0,O6,H10_C23_O6,0,23,10,6,0,0
687,382.141626037,0.004930461802420523,-0.03301655506457618,11.0,O6,H22_C22_O6,0,22,22,6,0,0
691,383.051086037,0.003975415315426572,-0.018308262824911877,18.0,O6,H10_C22_13C_O6,0,23,10,6,0,0
701,384.063376037,0.01729645676292894,-0.03188796624856091,17.0,O6,H12_C23_O6,0,23,12,6,0,0
706,384.157246037,0.004743857757508943,-0.11112897235808228,10.0,O6,H24_C22_O6,0,22,24,6,0,0
718,386.078986037,0.009910004609868678,-0.1355189012884705,16.0,O6,H14_C23_O6,0,23,14,6,0,0
720,386.173036037,0.006122854890224368,0.25179127211006835,9.0,O6,H26_C22_O6,0,22,26,6,0,0
732,388.094716037,0.011506472552424806,0.07112954357057545,15.0,O6,H16_C23_O6,0,23,16,6,0,0
733,388.188486037,0.006081227002452241,-0.2649202736911124,8.0,O6,H28_C22_O6,0,22,28,6,0,0
743,390.110296037,0.009663242391800686,-0.1088640838875311,14.0,O6,H18_C23_O6,0,23,18,6,0,0
745,390.204106037,0.005397883040631198,-0.3406242988207558,7.0,O6,H30_C22_O6,0,22,30,6,0,0
756,392.125976037,0.008620919682607047,-0.03198716940931643,13.0,O6,H20_C23_O6,0,23,20,6,0,0
757,392.219746037,0.0044787322856946025,-0.3645583921986552,6.0,O6,H32_C22_O6,0,22,32,6,0,0
767,394.047676037,0.004018537722431443,-0.1577804001503679,19.0,O6,H10_C24_O6,0,24,10,6,0,0
772,394.141636037,0.006856596144295626,-0.006639745126231153,12.0,O6,H22_C23_O6,0,23,22,6,0,0
783,396.063346037,0.011450059199372597,-0.10666728045663092,18.0,O6,H12_C24_O6,0,24,12,6,0,0
788,396.157236037,0.007222606290560888,-0.1330052695183738,11.0,O6,H24_C23_O6,0,23,24,6,0,0
791,396.251246037,0.011163205005445178,0.1435074351061082,4.0,O6,H36_C22_O6,0,22,36,6,0,0
803,398.079006037,0.011801164085072258,-0.08119242537735985,17.0,O6,H14_C24_O6,0,24,14,6,0,0
806,398.172916037,0.007693392023192882,-0.05717365261671214,10.0,O6,H26_C23_O6,0,23,26,6,0,0
821,400.094736037,0.00802940416383538,0.11898431979322455,16.0,O6,H16_C24_O6,0,24,16,6,0,0
836,402.110386037,0.005141325366594928,0.11820386057526605,15.0,O6,H18_C24_O6,0,24,18,6,0,0
839,402.204206037,0.00592441594765447,-0.08183156588139662,8.0,O6,H30_C23_O6,0,23,30,6,0,0
851,404.126056037,0.007593950248867937,0.16692068970165078,14.0,O6,H20_C24_O6,0,24,20,6,0,0
862,406.047716037,0.009517849872998151,-0.05460688267662462,20.0,O6,H10_C25_O6,0,25,10,6,0,0
867,406.141586037,0.00505554074179175,-0.1295533424877524,13.0,O6,H22_C24_O6,0,24,22,6,0,0
869,406.235406037,0.00392727221982946,-0.3275465358460821,6.0,O6,H34_C23_O6,0,23,34,6,0,0
877,408.063376037,0.019873344418319,-0.030012494851451094,19.0,O6,H12_C25_O6,0,25,12,6,0,0
881,408.157306037,0.008509083965958033,0.042407669266302316,12.0,O6,H24_C24_O6,0,24,24,6,0,0
887,409.066676037,0.005409380953177408,-0.16400015919345715,19.0,O6,H12_C24_13C_O6,0,25,12,6,0,0
894,410.079026037,0.010664463143743986,-0.030045428327984635,18.0,O6,H14_C25_O6,0,25,14,6,0,0
897,410.172846037,0.006196673134738781,-0.22616075362607505,11.0,O6,H26_C24_O6,0,24,26,6,0,0
913,412.094716037,0.007321870319848377,0.06698702734976437,17.0,O6,H16_C25_O6,0,25,16,6,0,0
917,412.188566037,0.00741083828522648,-0.055409106117855794,10.0,O6,H28_C24_O6,0,24,28,6,0,0
934,414.110246037,0.0077860989650027235,-0.22329560996263925,16.0,O6,H18_C25_O6,0,25,18,6,0,0
937,414.204216037,0.1538787432957579,-0.05531812357818296,9.0,O6,H30_C24_O6,0,24,30,6,0,0
942,415.207586037,0.04060935806234363,-0.018672587490821405,9.0,O6,H30_C23_13C_O6,0,24,30,6,0,0
951,416.125966037,0.006547454670562084,-0.05417349994938091,15.0,O6,H20_C25_O6,0,25,20,6,0,0
953,416.219956037,0.0074038653230584575,0.16100381302145209,8.0,O6,H32_C24_O6,0,24,32,6,0,0
962,418.047546037,0.00397971577138759,-0.4596917307162723,21.0,O6,H10_C26_O6,0,26,10,6,0,0
967,418.141546037,0.007978684982626922,-0.22149676559255743,14.0,O6,H22_C25_O6,0,25,22,6,0,0
971,418.235506037,0.006834972608286905,-0.07904876447200351,7.0,O6,H34_C24_O6,0,24,34,6,0,0
982,420.063376037,0.009945807817112016,-0.029155124371750694,20.0,O6,H12_C26_O6,0,26,12,6,0,0
986,420.157216037,0.007467683583068341,-0.17300904800050407,13.0,O6,H24_C25_O6,0,25,24,6,0,0
999,422.079026037,0.011896238201202846,-0.029191215922973524,19.0,O6,H14_C26_O6,0,26,14,6,0,0
1002,422.172976037,0.008851638097924311,0.08819844506792578,12.0,O6,H26_C25_O6,0,25,26,6,0,0
1016,424.094706037,0.009811558207753486,0.04151195412642598,18.0,O6,H16_C26_O6,0,26,16,6,0,0
1031,426.110336037,0.006901143433436375,-0.005794273857395062,17.0,O6,H18_C26_O6,0,26,18,6,0,0
1034,426.204216037,0.00897379714895421,-0.05376061321587212,10.0,O6,H30_C25_O6,0,25,30,6,0,0
1045,428.126006037,0.008012966887138722,0.04077537866537908,16.0,O6,H20_C26_O6,0,26,20,6,0,0
1047,428.219936037,0.005472019765294914,0.10978704182518763,9.0,O6,H32_C25_O6,0,25,32,6,0,0
1061,430.141706037,0.006878870275838706,0.15665302629612865,15.0,O6,H22_C26_O6,0,26,22,6,0,0
1064,430.235636037,0.006414844211329788,0.2253160637626897,8.0,O6,H34_C25_O6,0,25,34,6,0,0
1076,432.063316037,0.008357566791440209,-0.16721391821478804,21.0,O6,H12_C27_O6,0,27,12,6,0,0
1081,432.157296037,0.00965730424663155,0.016912823359623238,14.0,O6,H24_C26_O6,0,26,24,6,0,0
1084,432.251216037,0.004336829900271369,0.06215135781820215,7.0,O6,H36_C25_O6,0,25,36,6,0,0
1093,434.079026037,0.009673971374445136,-0.028384232470504606,20.0,O6,H14_C27_O6,0,27,14,6,0,0
1096,434.172986037,0.006593480408836299,0.10879304224351069,13.0,O6,H26_C26_O6,0,26,26,6,0,0
1110,436.094606037,0.01015765555312395,-0.18893836074101583,19.0,O6,H16_C27_O6,0,27,16,6,0,0
1113,436.188646037,0.008265972095289405,0.13104651060640726,12.0,O6,H28_C26_O6,0,26,28,6,0,0
1128,438.110266037,0.004519830834136005,-0.16541269549932303,18.0,O6,H18_C27_O6,0,27,18,6,0,0
1131,438.204176037,0.0052316534467390955,-0.14357006027226948,11.0,O6,H30_C26_O6,0,26,30,6,0,0
1149,440.125866037,0.005311769709251904,-0.2784271716070445,17.0,O6,H20_C27_O6,0,27,20,6,0,0
1152,440.219906037,0.00766867377564161,0.03864659402453112,10.0,O6,H32_C26_O6,0,26,32,6,0,0
1166,442.141536037,0.004246738975834711,-0.23209083896174698,16.0,O6,H22_C27_O6,0,27,22,6,0,0
1169,442.235436037,0.009289428020959356,-0.233045549058449,9.0,O6,H34_C26_O6,0,26,34,6,0,0
1182,444.157266037,0.005515476722548366,-0.05108776036045815,15.0,O6,H24_C27_O6,0,27,24,6,0,0
1186,444.251226037,0.005389057634291993,0.0829823257864249,8.0,O6,H36_C26_O6,0,26,36,6,0,0
1197,446.078926037,0.006669318616132536,-0.25179624828999286,21.0,O6,H14_C28_O6,0,28,14,6,0,0
1202,446.173006037,0.0079172080873844,0.15069266653860983,14.0,O6,H26_C27_O6,0,27,26,6,0,0
1225,448.188626037,0.007207335800466268,0.08291375073821278,13.0,O6,H28_C27_O6,0,27,28,6,0,0
1244,450.204146037,0.008092710128559227,-0.2063797075638223,12.0,O6,H30_C27_O6,0,27,30,6,0,0
1262,452.219726037,0.007243775968008215,-0.36041550296465064,11.0,O6,H32_C27_O6,0,27,32,6,0,0
1288,456.157456037,0.0046955300992565,0.3667790535727166,16.0,O6,H24_C28_O6,0,28,24,6,0,0
1290,456.251146037,0.008446200693542436,-0.09454222827317697,9.0,O6,H36_C27_O6,0,27,36,6,0,0
1303,458.173156037,0.005701691189295659,0.47413297172501784,15.0,O6,H26_C28_O6,0,28,26,6,0,0
1306,458.266906037,0.006101865879650729,0.14574694160730928,8.0,O6,H38_C27_O6,0,27,38,6,0,0
1337,462.204276037,0.007567473055904912,0.08023941346387892,13.0,O6,H30_C28_O6,0,28,30,6,0,0
1354,464.219916037,0.009834807258652692,0.05819009286015205,12.0,O6,H32_C28_O6,0,28,32,6,0,0
1374,466.235506037,0.008777091829215388,-0.0709105153564266,11.0,O6,H34_C28_O6,0,28,34,6,0,0
1392,468.251136037,0.007316474175300304,-0.11347543217903888,10.0,O6,H36_C28_O6,0,28,36,6,0,0
1405,470.266826037,0.007319934116371873,-0.028088309230676848,9.0,O6,H38_C28_O6,0,28,38,6,0,0
1416,472.282676037,0.005439466613887136,0.39535009314660313,8.0,O6,H40_C28_O6,0,28,40,6,0,0
1432,474.204026037,0.004827341436279303,-0.4489902832831917,14.0,O6,H30_C29_O6,0,29,30,6,0,0
1454,476.219896037,0.008003300478937363,0.014726390211197456,13.0,O6,H32_C29_O6,0,29,32,6,0,0
1470,478.235496037,0.008860492722625837,-0.09004141336670858,12.0,O6,H34_C29_O6,0,29,34,6,0,0
1481,480.251226037,0.00929382538448874,0.07676190704233794,11.0,O6,H36_C29_O6,0,29,36,6,0,0
1497,482.172846037,0.0054483986672488145,-0.1923895149615322,17.0,O6,H26_C30_O6,0,30,26,6,0,0
1500,482.266866037,0.01023878277097308,0.055552230245867536,10.0,O6,H38_C29_O6,0,29,38,6,0,0
1509,484.094826037,0.004823316606869518,0.28425216015392896,23.0,O6,H16_C31_O6,0,31,16,6,0,0
1512,484.282416037,0.007615325428796925,-0.15132285951197294,9.0,O6,H40_C29_O6,0,29,40,6,0,0
1542,488.219906037,0.00579842247354258,0.03484700189352754,14.0,O6,H32_C30_O6,0,30,32,6,0,0
1558,490.235366037,0.006011820730648374,-0.35301614691152433,13.0,O6,H34_C30_O6,0,30,34,6,0,0
1571,492.251156037,0.005889610060511706,-0.06731319899893874,12.0,O6,H36_C30_O6,0,30,36,6,0,0
1592,496.282446037,0.007972891468351277,-0.08721444889017524,10.0,O6,H40_C30_O6,0,30,40,6,0,0
1605,498.298186037,0.008688383420289242,0.09360459525195275,9.0,O6,H42_C30_O6,0,30,42,6,0,0
1618,500.313766037,0.007253635704373601,-0.046832611010981094,8.0,O6,H44_C30_O6,0,30,44,6,0,0
1630,502.329456037,0.005084842863418558,0.03283701525558863,7.0,O6,H46_C30_O6,0,30,46,6,0,0
1677,510.298316037,0.004657081656277658,0.34615634518145244,10.0,O6,H42_C31_O6,0,31,42,6,0,0
541,364.004126037,0.005198612835653254,-0.09312806513530136,15.0,O6S1,H8_C19_O6_S,0,19,8,6,0,1
674,380.223446037,0.004031710821084084,0.48672695466648935,0.0,O6S1,H36_C18_O6_S,0,18,36,6,0,1
30,250.011306037,0.005565575987502901,-0.18665155878255635,8.0,O7,H6_C11_O7,0,11,6,7,0,0
85,274.011306037,0.0034499386522012215,-0.17030319161482285,10.0,O7,H6_C13_O7,0,13,6,7,0,0
87,276.027066037,0.0037161739348110733,0.22918404665177025,9.0,O7,H8_C13_O7,0,13,8,7,0,0
124,286.011336037,0.003530107020793504,-0.05826692118731443,11.0,O7,H6_C14_O7,0,14,6,7,0,0
131,288.026996037,0.010249134836743584,-0.023397112446905753,10.0,O7,H8_C14_O7,0,14,8,7,0,0
137,290.042636037,0.005326217702447174,-0.05796733947423715,9.0,O7,H10_C14_O7,0,14,10,7,0,0
164,298.011296037,0.00600900115868435,-0.19014379885910157,12.0,O7,H6_C15_O7,0,15,6,7,0,0
177,300.026986037,0.03288695756206527,-0.05579164816712095,11.0,O7,H8_C15_O7,0,15,8,7,0,0
189,302.042706037,0.007425486911176357,0.17609099304693185,10.0,O7,H10_C15_O7,0,15,10,7,0,0
223,310.011366037,0.0057716832892640724,0.043014552120667085,13.0,O7,H6_C16_O7,0,16,6,7,0,0
233,312.026966037,0.013717189360556832,-0.1177430286290268,12.0,O7,H8_C16_O7,0,16,8,7,0,0
245,314.042636037,0.016976502547245628,-0.05353731632534924,11.0,O7,H10_C16_O7,0,16,10,7,0,0
258,316.058306037,0.009033888119877284,0.009849448625457854,10.0,O7,H12_C16_O7,0,16,12,7,0,0
268,318.073936037,0.006723615585807259,-0.053324079875701695,9.0,O7,H14_C16_O7,0,16,14,7,0,0
285,322.011286037,0.004216729282867018,-0.20702690512324268,14.0,O7,H6_C17_O7,0,17,6,7,0,0
295,324.026996037,0.02593684999705055,-0.02079764987622406,13.0,O7,H8_C17_O7,0,17,8,7,0,0
303,325.030396037,0.004726580939868249,0.11820740603877361,13.0,O7,H8_C16_13C_O7,0,17,8,7,0,0
307,326.042646037,0.02192312015613911,-0.02089603937772548,12.0,O7,H10_C17_O7,0,17,10,7,0,0
314,327.046086037,0.0053606135585720265,0.2395595096340449,12.0,O7,H10_C16_13C_O7,0,17,10,7,0,0
318,328.058256037,0.010205596068075633,-0.1429227862231993,11.0,O7,H12_C17_O7,0,17,12,7,0,0
330,330.073916037,0.0034961255784409103,-0.11197794852053959,10.0,O7,H14_C17_O7,0,17,14,7,0,0
342,332.089616037,0.006512537753642497,0.039040666645873565,9.0,O7,H16_C17_O7,0,17,16,7,0,0
